Nom de l'offre touristique;Type d'offre;Type lieu de visite;Adresse1;Adresse1Suite;Adresse partie 2;Adresse partie 3;Code postal;Bureau distributeur de l'adresse postale;Commune du lieu de visite;Cedex;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;Emplacement de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une vidéo;Widget tripadvisor;Equipements présents sur le site;Services proposés sur l'équipement de loisir;Point d'intérêt visible sans visite: oui / non;Thème du musée ou centre d'interprétation;Thème du musée ou centre d'interprétation;Type du parc ou jardin;Catégorie du parc ou jardin;Style architectural du parc ou jardin;Thème du parc et jardin;Catégorie du site ou monument;Style architectural du site ou monument;Thème du site et monument historique;Animal accepté: oui / non;Complément information animal accepté;Label tourisme handicap;Catégorie de la ville ou du village fleuri;Labels;Langues parlées à l'accueil;Groupe accepté: oui / non;Nombre personnes max pour les groupes;Nombre personnes min pour les groupes;Activité sur place;Durée de visite pour les individuels;Durée de visite pour les groupes;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Visites libres proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langues des audio guides;Langues des panneaux d'information;Langues parlées;Visites libres proposées aux individuels en permanence: oui / non;Les offres proposées;Ouvert toute l'année: oui / non;Période/horaires par jour/précisions ouverture/précision fermeture;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarif gratuit : oui / non;Tarif(s) de l'année en cours proposé(s);Mode(s) de paiement accepté(s);localisation;departement
EGLISE SAINT PIERRE ET SAINT PAUL DE DERVAL;Site et monument historiques;Patrimoine culturel;;;Place Bon Accueil;;44590;;DERVAL;;44051;47.6667206;-1.6713061;;;;02 40 28 20 90;;tourisme@cc-chateaubriant-derval.fr;www.tourisme-chateaubriant.fr;;;;;;;oui;;;;;;;;;Eglise;;;;;;;;;;;;;;;;;;;;;;;;oui;||||Accès libre||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.6667206,-1.6713061;Loire-Atlantique
LE VILLAGE DE CHEIX;Site et monument historiques;Patrimoine culturel;;;Place de l'eglise;;44640;;CHEIX-EN-RETZ;;44039;47.18176;-1.81601;;;;;;;;;;;;;;;;;;;;;;;Pays - Ville - village et quartier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.18176,-1.81601;Loire-Atlantique
ÉGLISE SAINT ETIENNE;Site et monument historiques;Patrimoine culturel;;;Place de l'Eglise;;44240;;SUCE-SUR-ERDRE;;44201;47.3406092;-1.5265245;;;;;;;;;;;;;;oui;;;;;;;;;Eglise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.3406092,-1.5265245;Loire-Atlantique
L'EGLISE SAINT-JEAN-BAPTISTE;Site et monument historiques;Patrimoine culturel;;;Place de l'Eglise;Chéméré;44680;;CHAUMES-EN-RETZ;;44005;47.12235;-1.9146;;;;;;;;;;;;;;;;;;;;;;XIXe siècle;Eglise;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;;;47.12235,-1.9146;Loire-Atlantique
L'ÉGLISE SAINT-PIERRE;Site et monument historiques;Patrimoine culturel;;;Place de l'Eglise Madame;;44760;;LES MOUTIERS-EN-RETZ;;44106;47.0625;-2.00096;;;;;;;;;;;;;;;;;;;;;;;Eglise;non;;;;;;;;;;;;;;oui;;;;;;;oui;;;;;;;;;;47.0625,-2.00096;Loire-Atlantique
EGLISE;Site et monument historiques;Patrimoine culturel;;;Place de l'Europe;;72800;;SAVIGNE-SOUS-LE-LUDE;;72330;47.6183667;0.0577125;;;;;;;;;;;;;;;;;;;;;;;Eglise;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;oui;;;47.6183667,0.0577125;Sarthe
EGLISE SAINT GEORGES À GESNES;Site et monument historiques;Patrimoine culturel;;;place de l'église;;53150;;GESNES;;53105;48.1468076;-0.5851277;;A l'abri;;02 43 01 01 11;;;;;;;;;;;;;;;;;Non Classé;;Eglise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1468076,-0.5851277;Mayenne
LA CHAPELLE SAINTE ANNE DE THARON;Site et monument historiques;Patrimoine culturel;;;Place de la Duchesse Anne;;44730;;SAINT-MICHEL-CHEF-CHEF;;44182;47.16774;-2.16281;;;;;;;;;;;;;;;;;;;;;;;"Chapelle;Eglise";non;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;;;47.16774,-2.16281;Loire-Atlantique
EGLISE DE SAINTE-MARIE;Site et monument historiques;Patrimoine culturel;;;Place de la Libération;Sainte Marie sur Mer;44210;;PORNIC;;44131;47.11282;-2.13133;;;;;;;https://diocese44.fr/paroisses/saint-jean-le-baptiste-en-retz/;;;;;;;;;;;;;;;XIXe siècle;Eglise;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.11282,-2.13133;Loire-Atlantique
EGLISE NOTRE-DAME DE NANTILLY;;Patrimoine culturel;;;Place de Nantilly;;49400;;SAUMUR;;49328;47.253165;-0.076448;;;;02 41 51 00 73;;paroissestejeannedelanoue@diocese49.org;https://saintejeannedelanoue.diocese49.org/;;Google+||https://maps.google.com/?cid=16113780049664334573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2022||Sauf tenue d'offices religieux.||||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00||09:00||12:30||14:00||18:00;;;;;;;47.253165,-0.076448;Maine-et-Loire
LES HALLES DE SAINT-NAZAIRE (MARCHÉ COUVERT);Site et monument historiques;Patrimoine culturel;;;Place du Commerce;;44600;;SAINT-NAZAIRE;;44184;47.2807626;-2.214776;;;;;;;https://www.saint-nazaire-tourisme.com/les-visites/les-visites-decouvertes-saint-nazaire-et-briere/les-halles/;;;;;;;oui;;;;;;;;Moderne;Halle;;;;;Architecture contemporaine remarquable;;;;;;;;;;;;;;;;;oui;;oui;01/01/2022||31/12/2022||Marchés les mardis, vendredis, samedis et dimanches.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.2807626,-2.214776;Loire-Atlantique
GALERIE DU MINAGE;Musée et centre d'interprétation;Patrimoine culturel;;;Place du Minage;;44190;;CLISSON;;44043;47.0870853;-1.2820322;;;;02 40 80 17 80;;contact@mairie-clisson.fr;www.mairie-clisson.fr;;;;;;;;;Galerie d'art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;47.0870853,-1.2820322;Loire-Atlantique
OPÉRA GRASLIN;Site et monument historiques;Patrimoine culturel;;;place Graslin;;44000;;NANTES;;44109;47.2133689;-1.5622395;;;;;;;http://www.angers-nantes-opera.com/;;;;;;;oui;;;;;;;;XIXe siècle;Théâtre;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;47.2133689,-1.5622395;Loire-Atlantique
EGLISE SAINT JEAN BAPTISTE;Site et monument historiques;Patrimoine culturel;;;place Saint Jean Porte,;;44430;;LE LOROUX-BOTTEREAU;;44084;47.2382178;-1.3487295;;;;02 51 71 91 00;;contact@loroux-bottereau.fr;http://www.loroux-bottereau.fr/;;;;;;;;;;;;;;Classé ou inscrit;Gothique;Eglise;;;;;;;;;;;;;non;non;non;non;non;non;;;;non;;oui;;;;;oui;;;47.2382178,-1.3487295;Loire-Atlantique
VISITE DU PORT DE LA TURBALLE;Site et monument historiques;Patrimoine culturel;;;Port de pêche;Centre de Marées;44420;;LA TURBALLE;;44211;47.34693;-2.51391;;;;02 40 24 34 44;;contact@labaule-guerande.com;http://augredesvents44.fr;;;;;;;;;;;;;;;;Port;oui;;;;;;;;;;;;;;;;oui;;;;;;;;15/04/2022||24/06/2022||||||||||||||||||||||||||||||||||||||15:00||16:30||||||||||||||||||||;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.34693,-2.51391;Loire-Atlantique
LA CHAPELLE DE LA CERISERAIE;Site et monument historiques;Patrimoine culturel;;;Route de Chateaubriant;;44850;;SAINT-MARS-DU-DESERT;;44179;47.3416251;-1.4698638;;;;;;;;;;;;;;;;;;;;;;;Chapelle;;;;;;;;;;;;;non;non;oui;non;non;non;;;;oui;;oui;;;;;;;;47.3416251,-1.4698638;Loire-Atlantique
CHÂTEAU DE SEGRAIS;Site et monument historiques;Patrimoine culturel;;;Route de Teloché;;72220;;SAINT-MARS-D'OUTILLE;;72299;47.87168;0.32463;;;06 63 07 13 04;;;epc@kadampafrance.org;;;;;;;;;;;;;;;;;Château fort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.87168,0.32463;Sarthe
LES FESSES DU DIABLE;;Patrimoine culturel;;;Rue de l'Eglise;Hôtel de Ville;44250;;SAINT-BREVIN-LES-PINS;;44154;47.24732;-2.16798;;;;02 40 64 44 44;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;;;;;;;oui;;;;;;;oui;;;01/01/2017||31/12/2017||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.24732,-2.16798;Loire-Atlantique
LE PARC DE LOISIRS;Parc et jardin;Patrimoine culturel;;;Rue de la Blanche;Chéméré;44680;;CHAUMES-EN-RETZ;;44005;47.12476;-1.91418;;;;;;;;;;;;Aire de pique nique;;;;;;;;Parc;;;;oui;Tenus en laisse uniquement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.12476,-1.91418;Loire-Atlantique
LE PARC DE LOISIRS;Parc et jardin;Patrimoine culturel;;;Rue de la Chantrie;;44320;;CHAUVE;;44038;47.14929;-1.98617;;;;;;;;;;;;Aire de pique nique;;;;;;;;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.14929,-1.98617;Loire-Atlantique
LA GARE;Site et monument historiques;Patrimoine culturel;;;Rue de la Gare;;44760;;LES MOUTIERS-EN-RETZ;;44106;47.0619;-2.00118;;;;;;;;;;;;;;;;;;;;;;XIXe siècle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0619,-2.00118;Loire-Atlantique
L'ANCIENNE PRISON;Site et monument historiques;Patrimoine culturel;;;Rue de la Mairie;Bourgneuf-en-Retz;44580;;VILLENEUVE-EN-RETZ;;44021;47.04307;-1.95127;;;;02 40 21 40 07;;;https://www.villeneuvenretz.fr/;;;;;;;;;"Histoire;Militaire";;;;;;;"Château;Maison et bâtiment";oui;;;;;;;;;;;;;;;;;;;;;oui;;;01/01/2022||31/12/2022||Découverte libre, uniquement visible de l'extérieur.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.04307,-1.95127;Loire-Atlantique
LA SOURCE DES MOUTIERS;Site et monument historiques;Patrimoine culturel;;;Rue de la Source;;44760;;LES MOUTIERS-EN-RETZ;;44106;47.0639;-1.99821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0639,-1.99821;Loire-Atlantique
IN A SILENT WAY - NATHALIE TALEC;Site et monument historiques;Patrimoine culturel;;;Rue de la Tour d'Auvergne;;44200;;NANTES;;44109;47.2061902;-1.5611095;;;;;;;https://www.levoyageanantes.fr/;;;;;;;oui;;;;;;;;Contemporain;Installation contemporaine;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;oui;;;47.2061902,-1.5611095;Loire-Atlantique
JARDIN DE L'ECO-DOMAINE LA FONTAINE;Parc et jardin;Patrimoine culturel;;;rue des Noëlles;La Fontaine aux Bretons;44210;;PORNIC;;44131;47.10297;-2.06994;;;;02 51 74 07 07;02 51 74 15 15;mathieu.david@ecodomaine-la-fontaine.fr;http://www.ecodomaine-la-fontaine.fr;;;;;"Bar / Salon de thé;Cafétéria / Restaurant";;;;;Potager;;;Jardin d'agrément;;;Ferme;oui;Tenus en laisse uniquement;;;;;;;;;;;oui;;;;;;;;;oui;;;24/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.10297,-2.06994;Loire-Atlantique
LE MANOIR DE L'HERMITAGE;Site et monument historiques;Patrimoine culturel;;;Rue du Bois Millet;;44760;;LES MOUTIERS-EN-RETZ;;44106;47.06497;-2.01383;;;;;;;;;;;;;;;;;;;;;;;Maison et bâtiment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.06497,-2.01383;Loire-Atlantique
EGLISE DE SAINT-NAZAIRE;Site et monument historiques;Patrimoine culturel;;;Rue du Général de Gaulle;;44600;;SAINT-NAZAIRE;;44184;47.2733794;-2.2070678;;;;;;;;;;;;;;oui;;;;;;;;;Eglise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.2733794,-2.2070678;Loire-Atlantique
PONT GALLO ROMAN;Site et monument historiques;Patrimoine culturel;;;Rue du Pont Gallo Romain;;44330;;MOUZILLON;;44108;47.1381654;-1.281571;;;;02 40 33 93 26;;accueil@mairie-mouzillon.fr;http://www.mairie-mouzillon.fr/;;;;;;;;;;;;;;;Gallo-romain;Pont;;;;;;;;;;;;;non;non;oui;non;non;non;;;;oui;;oui;;;;;oui;;;47.1381654,-1.281571;Loire-Atlantique
SENTIER D'INTERPRÉTATION PATRIMOINE AGRAIRE, PATRIMOINE DE L'EAU;Site et monument historiques;Patrimoine culturel;;;Rue Nationale;Espace Verno Vici;72110;;SAINT-COSME-EN-VAIRAIS;;72276;48.2729819;0.4605735;;"En extérieur ombragé ; En extérieur soleil";;02 43 97 55 44;;;;;;;;Aire de pique nique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;oui;;;48.2729819,0.4605735;Sarthe
LA BONNE FONTAINE;Site et monument historiques;Patrimoine culturel;;;Ruelle de la Bonne Fontaine;;44680;;SAINT-HILAIRE-DE-CHALEONS;;44164;47.10132;-1.86522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.10132,-1.86522;Loire-Atlantique
PONT SAINT GEORGES;Site et monument historiques;Patrimoine culturel;;;Saint Georges;;44390;;NORT-SUR-ERDRE;;44110;47.4399694;-1.4951677;;;;;;;;;;;;;;oui;;;;;;;;;Pont;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;47.4399694,-1.4951677;Loire-Atlantique
CHAPELLE SAINT SIMON;Site et monument historiques;Patrimoine culturel;;;Saint Simon;La Chapelle-Basse-Mer;44450;;DIVATTE-SUR-LOIRE;;44029;47.2897519;-1.3700665;;;;02 40 33 34 00;;mairie@divattesurloire.fr;http://www.chapellebassemer.fr/;;;;;;;oui;;;;;;;;;Chapelle;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;oui;;;47.2897519,-1.3700665;Loire-Atlantique
LA PIERRE TREMBLANTE;Site et monument historiques;Patrimoine culturel;;;Sur les rives de l'Acheneau;;44640;;CHEIX-EN-RETZ;;44039;47.18085;-1.82218;;;;;;;;;;;;;;;;;;;;;;Antique;;;;;;;;;;;;;;;;oui;;;;;;;oui;;;;;;;;;;47.18085,-1.82218;Loire-Atlantique
MISCONCEIVABLE - “MÉCONCEVABLE” - ERWIN WURM;Site et monument historiques;Patrimoine culturel;;;écluse du canal de la Martinière;;44640;;LE PELLERIN;;44120;47.2083304;-1.7839479;;;;;;;http://www.estuaire.info/fr/oeuvre/misconceivable-erwin-wurm/;;;;;;;oui;;;;;;;;;Installation contemporaine;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;oui;;;47.2083304,-1.7839479;Loire-Atlantique
AIR - ROLF JULIUS;Site et monument historiques;Patrimoine culturel;;Bâtiment Manny;19 bis Rue Lanoue Bras de Fer;;44200;;NANTES;;44109;47.2070698;-1.5604664;;;;;;;http://www.levoyageanantes.fr/;;;;;;;oui;;;;;;;;;Installation contemporaine;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;oui;;;47.2070698,-1.5604664;Loire-Atlantique
CALE 2 CREATEURS;Musée et centre d'interprétation;Patrimoine culturel;;parc des Chantiers;;;44000;;NANTES;;44109;47.2055321;-1.5681973;;;;;;;http://www.levoyageanantes.fr/;;;;;Bar / Salon de thé;Boutique;oui;;Galerie d'art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;oui;;;47.2055321,-1.5681973;Loire-Atlantique
CULTE PROTESTANT;Site et monument historiques;Patrimoine culturel;;Place Notre Dame;Chapelle Saint-Jean;sous l'église Notre Dame;44500;;LA BAULE-ESCOUBLAC;;44055;47.28348;-2.39594;;;;06 21 66 51 71;;;https://egliseprotestanteunie44littoral.blogspot.fr;;;;;;;;;;;;;;;;Eglise;;;;;;"Allemand;Anglais";;;;;;;;;;;;;;;;;;;;;;;;;;47.28348,-2.39594;Loire-Atlantique
ÉCOLE NATIONALE SUPÉRIEURE D'ARCHITECTURE (ENSA NANTES);Site et monument historiques;Patrimoine culturel;;QUARTIER DE LA CRÉATION;6 Quai François Mitterrand;;44000;;NANTES;;44109;47.2075269;-1.5571136;;;;;;;http://www.levoyageanantes.fr/;;;;;;;oui;;;;;;;;Contemporain;Installation contemporaine;;;;;;;;;;;;;;;;;;;;;;;;oui;||||||||07:30||||||21:00||07:30||||||21:00||||||||23:00||||||||00:00||07:30||||||21:00||08:00||||||18:00||||||||;;;;oui;;;47.2075269,-1.5571136;Loire-Atlantique
JARDIN MÉDIÉVAL, LASSAY-LES-CHÂTEAUX;Parc et jardin;Patrimoine culturel;JARDIN MEDIEVAL LASSAY LES CHATEAUX;;ROUTE D'AMBRIRES-LES-VALLEES;;53110;;LASSAY-LES-CHATEAUX;;53127;48.4373224;-0.4993942;;;;;;;;;;;;;;;;;Plantes médicinales / simples;;De curé / monastique;Jardin botanique;;;;oui;CHIENS TENUS EN LAISSE;;;Petites cités de caractère;;;;;;;;non;;oui;;non;;;;;oui;;oui;;;;;oui;;;48.4373224,-0.4993942;Mayenne
LES FORGES DE  CORMORIN;Site et monument historiques;Patrimoine culturel;Les Forges;;;;72320;;CHAMPROND;;72057;48.0777132;0.74407897;;;;02 43 60 72 77;;;;;;;;;;oui;;;;;;;Non Classé;;Forges;oui;;;;;;;;;;;;;;;;;;;Français;;oui;;oui;;;;;oui;;;48.0777132,0.74407897;Sarthe
ÉGLISE NOTRE-DAME-DE-L'ASSOMPTION;Site et monument historiques;Patrimoine culturel;Place de l'église;;;;72320;;MONTMIRAIL;;72208;48.1034407;0.7912332;;;;02 43 93 65 15;;;;;;;;;;;;;;;;;Classé ou inscrit;"Baroque ; Roman";Eglise;;;;;;;;;;;;;;;;;;;;;"Français;Allemand;Anglais";oui;;oui;||||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||;;;;oui;;;48.1034407,0.7912332;Sarthe
HALLES DENIS BEALET;Site et monument historiques;Patrimoine culturel;Place de la Lice;;;;72400;;LA FERTE-BERNARD;;72132;48.185934;0.655979;;;;02 43 71 21 21;;;;;;;;;;oui;;;;;;;;;Halle;;;;;;;;;;;;;;;;;;;;Français;Français;;;non;;;;;;;;48.185934,0.655979;Sarthe
PARNÉ-SUR-ROC, PETITE CITÉ DE CARACTÈRE;Site et monument historiques;Patrimoine culturel;Place du Prieuré;;;;53260;;PARNE-SUR-ROC;;53175;48.0056136;-0.6693706;;;;02.43.98.01.57;;;;;;;;;;;;;;;;;;;Pays - Ville - village et quartier;;;;;Petites cités de caractère;;;;;;;;;;;;;;;;;oui;;;;;;;;;;48.0056136,-0.6693706;Mayenne
LA PROMENADE ANNE D'ALÈGRE;Parc et jardin;Patrimoine culturel;Place Hardy de Levaré;;;;53000;;LAVAL;;53130;48.0673524;-0.7734315;;;;;;;;;;;;;;;;;;;;Parc;Classé ou inscrit;;Ensemble fortifié et remparts;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;48.0673524,-0.7734315;Mayenne
CATHÉDRALE NOTRE-DAME DE LA TRINITÉ;Site et monument historiques;Patrimoine culturel;Place Hardy de Lévaré;;;;53000;;LAVAL;;53130;48.0674822;-0.7735521;;;;02.43.53.08.66;;;;;;;;;;;;;;;;;Classé ou inscrit;"Baroque ; Gothique ; Renaissance ; Roman ; XIXe siècle";Cathédrale;;;;;;;;;;;;;oui;;;;;;;;;oui;;oui;;;;;;;;48.0674822,-0.7735521;Mayenne
LE VIEUX-PONT;Site et monument historiques;Patrimoine culturel;Pont Vieux;;Quai Jehan Fouquet;;53000;;LAVAL;;53130;48.0682127;-0.7694135;;;;;;;;;;;;;;;;;;;;;Classé ou inscrit;Roman;Pont;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;48.0682127,-0.7694135;Mayenne
EGLISE NOTRE DAME;Site et monument historiques;Patrimoine culturel;rue de la Tour;;;;72500;;BEAUMONT-PIED-DE-BOEUF;;72028;47.7595554;0.40158586;;;;02 43 44 08 07;;beaumontpieddeboeuf72@wanadoo.fr;;;;;;;;oui;;;;;;;Classé ou inscrit;Roman;Eglise;non;;;;;Français;;;;;;;;;oui;;;;;Français;;oui;;non;;;;;oui;;;47.7595554,0.40158586;Sarthe
LE SQUARE DE BOSTON;Parc et jardin;Patrimoine culturel;Rue du Vieux Saint-Louis;;;;53000;;LAVAL;;53130;48.0808141;-0.7723338;;;;02.43.49.46.46;;office.tourisme@agglo-laval.fr;;;;;;;Espace jeux;;;;;;Contemporain;Parc;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;48.0808141,-0.7723338;Mayenne
ABBAYE DE LA COUDRE;Site et monument historiques;Patrimoine culturel;Rue Saint Benoit;;;;53000;;LAVAL;;53130;48.0586438;-0.7768881;;;;02.43.02.85.85;;econome@abbaye-coudre.fr;http://www.abbaye-coudre.com;;;;;;;;;;;;;;;XIXe siècle;Abbaye;;;;;;;;;;;;;;;;;;;;;;oui;;oui;;;;;;;;48.0586438,-0.7768881;Mayenne
RUINES DU MANOIR DE LA TURMELIERE;Site et monument historiques;Patrimoine culturel;;;;La Turmelière - LIRE;49530;;OREE D'ANJOU;;49069;47.335852;-1.1830119;;;;02 40 09  15 16;;assoturmeliere@fal44.org;http://www.turmeliere.org/asso_turm/;;;;;;;oui;;;;;;;Non Classé;Médiéval;"Château;Ruines et vestiges";;;;;;;;;;"Atelier pour adultes ; Atelier pour enfants";;;;oui;oui;;non;;;;;oui;"Proposition clientèle||FMAPDL049V50EBYR ; Proposition clientèle||FMAPDL049V50EBYV";oui;;;;;oui;;;47.335852,-1.1830119;Maine-et-Loire
PASSAGE SAINTE-CROIX;Musée et centre d'interprétation;Patrimoine culturel;;;place Sainte Croix;;44000;;NANTES;;44109;47.2152131;-1.553837;;;;;;;http://www.passagesaintecroix.fr/;;;;;;;oui;;Galerie d'art;;;;;;;;;;;;;;;;;"Colloques ; Conférences";;;;;;;;;;;;;;oui;;;;;oui;;;47.2152131,-1.553837;Loire-Atlantique
CHAPELLE SAINT LYPHARD;Site et monument historiques;Patrimoine culturel;Rue du Château;;;;72400;;LA FERTE-BERNARD;;72132;48.185934;0.655979;;;;02 43 71 21 21;;;;;;;;;;oui;;;;;;;;Médiéval;Chapelle;;;;;;;;;;Expositions temporaires;;;;;;;;;;Français;;;;non;;;;;;;;48.185934,0.655979;Sarthe
CROIX  LE GRAND CALVAIRE;Site et monument historiques;Patrimoine culturel;;Le Champ Fleuri;;;44360;;VIGNEUX-DE-BRETAGNE;;44217;47.3235302;-1.7358679;;;;;;;;;;;;;;oui;;;;;;;;;Petit patrimoine;;;;;;;non;;;;;;;;oui;;;;;;;oui;;oui;;;;;;;;47.3235302,-1.7358679;Loire-Atlantique
CHAPELLE SAINT MATHURIN;Site et monument historiques;Patrimoine culturel;;;;;72140;;ROUESSE-VASSE;;72255;48.16022;-0.1988619;;;;02 43 20 14 51;02 43 20 06 47;commune.de.rouesse-vasse@wanadoo.fr;;;;;;Aire de pique nique;;;;;;;;;;Contemporain;Chapelle;non;;;;;;oui;;;;;;non;non;oui;non;non;non;;;;oui;;oui;;BARRIER||02 43 20 14 51||commune.de.rouesse-vasse@wanadoo.fr;;;oui;;;48.16022,-0.1988619;Sarthe
CHAPELLE NOTRE DAME DE TOUTES AYDES - SAINT REMY DU VAL;Site et monument historiques;Patrimoine culturel;;;;;72600;;SAINT-REMY-DU-VAL;;72317;48.3508319;0.253864;;;;;;;;;;;;;;;;;;;;;;;Chapelle;non;;;;;Français;oui;;;;;;non;;oui;non;non;;;Français;Français;oui;;oui;;;;;oui;;;48.3508319,0.253864;Sarthe
LAVOIR DE MARCÉ;Site et monument historiques;Patrimoine culturel;;;;;49140;;MARCE;;49188;47.580154;-0.327723;;;;;;;;;;;;;;;;;;;;;;;Petit patrimoine;oui;;;;;;oui;;;;;;;;oui;;;;;;;oui;;oui;;;;;oui;;;47.580154,-0.327723;Maine-et-Loire
ANCIEN LAVOIR DE COLOMBIERS-DU-PLESSIS;Site et monument historiques;Patrimoine culturel;;;;;53120;;COLOMBIERS-DU-PLESSIS;;53071;48.393657;-0.8436756;;A l'abri;;02 43 08 60 11;02 43 08 02 80;mairie-colombiers@wanadoo.fr;http://www.colombiers-du-plessis.fr;;;;;Aire de pique nique;;;;;;;;;;;Petit patrimoine;oui;;;2 fleurs;Ville et village fleuris;;oui;;;;;;non;non;oui;non;non;non;;;;oui;;oui;;;;;oui;;;48.393657,-0.8436756;Mayenne
LE RUBRICAIRE;Site et monument historiques;Patrimoine culturel;;;;;53600;;SAINTE-GEMMES-LE-ROBERT;;53218;48.196145;-0.374416;;"En extérieur ombragé ; En extérieur soleil";;;;;;;;;;;;oui;;;;;;;;Gallo-romain;"Ensemble fortifié et remparts;Ruines et vestiges";oui;;;;;Français;oui;;;;;;;;oui;;;;;;Français;oui;;oui;;;;;oui;;;48.196145,-0.374416;Mayenne
DURTAL;Site et monument historiques;Patrimoine culturel;;;;;49430;;DURTAL;;49127;47.67086;-0.24353;;;;02 41 76 37 26;;ot@ccals.fr;;;;;;"Aire de pique nique;Bar / Salon de thé;Cafétéria / Restaurant";"Bibliothèque;WiFi";oui;;;;;;;Classé ou inscrit;;Pays - Ville - village et quartier;oui;;;3 fleurs;Ville et village fleuris;"Anglais;Français";oui;;;;;;non;non;oui;non;non;non;;;;oui;;oui;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.67086,-0.24353;Maine-et-Loire
ALLÉE COUVERTE DU PETIT VIEUX SOU;Site et monument historiques;Patrimoine culturel;;;;;53120;;BRECE;;53042;48.3724007;-0.7510148;;En extérieur soleil;;02 43 08 64 52;;contact@brece.com;http://www.brece.com;;;;;;;non;;;;;;;Classé ou inscrit;Antique;"Mégalithe;Petit patrimoine";oui;;;;;;oui;;;;;;non;oui;oui;;non;non;;"Français;Anglais";Français;oui;Proposition clientèle||FMAPDL053V5031P7;oui;;;;;oui;Gratuité||||||;;48.3724007,-0.7510148;Mayenne
DONJON MEDIEVAL;Site et monument historiques;Patrimoine culturel;;;;;53700;;VILLAINES-LA-JUHEL;;53271;48.3486998;-0.2758911;;;;02433044550;;;www.villaines-la-juhel.fr;;;;;;;oui;;;;;;;Non Classé;Médiéval;Donjon;oui;;;;;;oui;;;;;;;;;;non;;;;;oui;;oui;;;;;oui;;;48.3486998,-0.2758911;Mayenne
