NOM_DE_LA_FeTE_OU_MANIFESTATION;CATeGORIE_DE_LA_FeTE_OU_MANIFESTATION;ADRESSE1;ADRESSE1SUITE;Adresse_partie2;Adresse_partie3;CODE_POSTAL;COMMUNE_DE_LA_FÃŠTE_OU_MANIFESTATION;BUREAU_DISTRIBUTEUR_ADRESSE_POSTALE;CEDEX;CODE_INSEE_DE_LA_COMMUNE;LATITUDE;LONGITUDE;POINT_ACCÃˆS_NOM_DISTANCE_EN_KM;N_TeLePHONE_FIXE;N_TeLePHONE_MOBILE;N_FAX;ADRESSE_EMAIL;URL_WEB;TYPE_DE_PLATEFORME_URL;URL_POUR_ACCeDER_Ã€_LA_VIDeO;PUBLIC_CONCERNe_PAR_OFFRE;WIDGET_TRIPADVISOR;CODE_EMBED_POUR_INTeGRER_UNE_VIDeO;PeRIODICITe_DE_LA_MANIFESTATION;PReCISION_SUR_LA_PeRIODICITe;LABEL_TOURISME_HANDICAP;DUReE_DE_VISITE_POUR_LES_INDIVIDUELS;VISITES_LIBRES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON2;DUReE_DE_VISITE_POUR_LES_GROUPES;VISITES_PeDAGOGIQUES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;LANGUES_PARLeES;LANGUES_DES_AUDIO_GUIDES;HORAIRES_OUVERTURES;TARIFS_ANNeE_EN_COURS_PROPOSeS;TARIF_GRATUIT;MOYENS_DE_ReSERVATION_DIRECTE;CENTRALE_DE_ReSERVATION_EN_LIGNE;MOYENS_DE_ReSERVATION_EN_LIGNE;MODES_DE_PAIEMENT_ACCEPTeS;LOCALISATION;DEPARTEMENT
LE PRE EN MUSIQUE;Concert;;Eglise Notre-Dame du Pré;Place du Pré;;72000;LE MANS;;;72181;48.009915;0.1925817;;;06 25 49 44 96;;;http://le-pre-en-musique.blogspot.fr/;;;;;;Ponctuel;;;;;;;;;;;;;;08/05/2022||08/05/2022||16:30||18:00||||,12/06/2022||12/06/2022||16:30||18:00||||;;oui;;;;;48.009915,0.1925817;Sarthe
LE PÔLE EUROPÉEN DU CHEVAL;Visites et sorties à thèmes;;Boulerie jump;Route de Feumusson;;72530;YVRE-L'EVEQUE;;;72386;48.0453509;0.300878;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;07/05/2022||07/05/2022||15:00||||||;"Tarif indiv. adulte||4,00||6,00||réduit : enfants de 6 à 12 ans, étudiants ;demandeurs d'emploi, personnes handicapées, ;adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et ;guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.0453509,0.300878;Sarthe
LE VIOLON ÉPOUVANTABLE;Concert;;Salle des Concerts;58 Rue du Port;;72000;LE MANS;;;72181;48.0025692;0.19253545;;243473862;;;;;Facebook||https://www.facebook.com/events/557577445462558;;;;;;;;;;;;;;;;;;;26/04/2022||26/04/2022||18:30||||||;;oui;;;;;48.0025692,0.19253545;Sarthe
LES 2 SEMAINES DES 2M;Sortie nature / environnement;La Chapelle St Lyphard;;;;72400;LA FERTE-BERNARD;;;72132;48.1845466;0.65309722;;06 76 82 77 17;;;;;;;;;;;;;;;;;;;;;;;;23/05/2022||05/06/2022||||||||;;;;;;;48.1845466,0.65309722;Sarthe
LES BEAUX DIMANCHES APRÈS-MIDIS : CACTUS RIDERS;Concert;;;Lieu-dit Domaine du Gasseau;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3600783;-0.0776124;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Ponctuel;;;;;;;;;;;;;;07/08/2022||07/08/2022||16:30||||||;;oui;;;;;48.3600783,-0.0776124;Sarthe
LES BEAUX DIMANCHES APRÈS-MIDIS : CUPIF BAND;Concert;;;Lieu-dit Domaine du Gasseau;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3600783;-0.0776124;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Ponctuel;;;;;;;;;;;;;;24/07/2022||24/07/2022||16:30||||||;;oui;;;;;48.3600783,-0.0776124;Sarthe
LES GRANDS SCULPTEURS;Visites et sorties à thèmes;;Maison du Pilier-Rouge;43 Grande Rue;;72000;LE MANS;;;72181;48.00836;0.19683;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;22/05/2022||22/05/2022||15:00||||||;"Tarif indiv. adulte||4,00||6,00||réduit : enfants de 6 à 12 ans, étudiants ;demandeurs d'emploi, personnes handicapées, ;adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et ;guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.00836,0.19683;Sarthe
LES JEUDIS DE L'ÉTÉ;Stages-Atelier-Jeux;;;;;72400;LA FERTE-BERNARD;;;72132;48.1830677;0.64971052;;02 43 60 72 72;;;;;;;;;;;;;;;;;;;;;;;;21/07/2022||21/07/2022||||||||;;;;;;;48.1830677,0.64971052;Sarthe
LES JEUDIS DE L'ÉTÉ;Concert;8 soirées pour rythmer votre été avec le;;;;72400;LA FERTE-BERNARD;;;72132;48.18289;0.64892;;02 43 60 72 72;;;;;;;;;;;;;;;;;;;;;;;;18/08/2022||18/08/2022||||||||;;;;;;;48.18289,0.64892;Sarthe
LES JEUDIS DE L'ÉTÉ;Cinéma;Place du Général de Gaulle;;;;72400;LA FERTE-BERNARD;;;72132;48.18289;0.64892;;02 43 60 72 72;;;;;;;;;;;;;;;;;;;;;;;;11/08/2022||11/08/2022||||||||;;;;;;;48.18289,0.64892;Sarthe
LES PAUSES DÉCOUVERTES À L'ÉGLISE NOTRE-DAME-DES-MARAIS;Visites et sorties à thèmes;15 Place de la Lice;;;;72400;LA FERTE-BERNARD;;;72132;48.185934;0.655979;;02 43 60 72 77;;;perche-sarthois@orange.fr;;;;;;;;;;;;;;;;;;;;;19/07/2022||19/07/2022||18:15||19:45||||,26/07/2022||26/07/2022||18:15||19:45||||,02/08/2022||02/08/2022||18:15||19:45||||,09/08/2022||09/08/2022||18:15||19:45||||;;;Pays du Perche Sarthois||02 43 60 72 77||perche-sarthois@orange.fr;;;;48.185934,0.655979;Sarthe
LES POTIRONS FÊTENT L'AUTOMNE;Foire ou salon;;Jardin Potager;1 rue d'Isly;;72110;BONNETABLE;;;72039;48.1742185;0.42289967;;243520134;;;c.nos@mainesaosnois.fr;;Facebook||https://www.facebook.com/jardinpotagerbonnetable/;;;;;Annuel;;;;;;;;;;;;Français;;23/10/2022||23/10/2022||09:30||17:30||||;;oui;;;;;48.1742185,0.42289967;Sarthe
LES RENDEZ-VOUS DU MOYEN ÂGE :  LA SCIENCE ET L’OPTIQUE MÉDIÉVALE »;Spectacle;;;6 Rue du Temple;;72430;ASNIERES-SUR-VEGRE;;;72010;47.88864;-0.23576;;02 43 95 17 12;;;contact@lemanoirdelacour.fr;http://www.lemanoirdelacour.fr/;Facebook||https://www.facebook.com/manoirdelacour/,Instagram||https://www.instagram.com/manoir_de_la_cour/;;;;;Ponctuel;;;;;;;;;;;;Français;;29/05/2022||29/05/2022||14:00||18:00||||;Tarif indiv. adulte||6,00||||,Tarif indiv. réduit||4,00||||Situation de handicap, étudiants, demandeurs d'emploi,Tarif indiv. enfant||4,00||||7-18 ans,Tarif indiv. enfant||||||Gratuit pour les moins de 7 ans;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.88864,-0.23576;Sarthe
L’EAU DANS LA VILLE : LE CARRÉ ET LES THERMES ROMAINS;Visites et sorties à thèmes;;Maison du Pilier-Rouge;43 Grande Rue;;72000;LE MANS;;;72181;48.00836;0.19683;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;11/06/2022||11/06/2022||14:00||||||;"Tarif indiv. adulte||4,00||6,00||réduit : enfants de 6 à 12 ans, étudiants demandeurs d'emploi, personnes handicapées, adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.00836,0.19683;Sarthe
MAMA FORGOT HER NAME WAS MIRACLE;Concert;Les Quinconces et L'Espal;Théâtre des Quinconces;4 Place des Jacobins;;72000;LE MANS;;;72181;48.0080743;0.2005444;;02 43 50 21 50;;;;https://www.quinconces-espal.com/la-saison/melissa-laveaux;;;;;;;;;;;;;;;;;;;;21/05/2022||21/05/2022||20:00||21:30||||;;non;;;;;48.0080743,0.2005444;Sarthe
MARCHÉ AUX FLEURS;Foire ou salon;;Jardin Potager;1 rue d'Isly;;72110;BONNETABLE;;;72039;48.1742481;0.42322025;;02 43 52 01 34;;;c.nos@mainesaosnois.fr;;Facebook||https://www.facebook.com/jardinpotagerbonnetable;;;;;Annuel;;;;oui;;;;;;;;;;01/05/2022||01/05/2022||09:30||18:00||||;;oui;;;;;48.1742481,0.42322025;Sarthe
MARCHÉ DE NOËL;Marché;Place Jean Dufournier;;;;72310;BESSE-SUR-BRAYE;;;72035;47.8333004;0.7532191;;02 43 63 09 77;;;besse.initiatives@orange.fr;;;;;;;;;;;;;;;;;;;;;11/12/2022||11/12/2022||14:00||18:00||||;;;;;;;47.8333004,0.7532191;Sarthe
MARCHÉ DE NOËL;Animations de Noël;;;;;72160;THORIGNE-SUR-DUE;;;72358;48.0404122;0.53560237;;;;;apetho72160@gmail.com;;;;;;;;;;;;;;;;;;;;;10/12/2022||10/12/2022||16:00||19:30||||;;;;;;;48.0404122,0.53560237;Sarthe
MARCHÉ DE NOËL;Animations de Noël;dans la commune;;;;72320;GREEZ-SUR-ROC;;;72144;48.13784;0.79544;;07 67 59 16 52;;;;;;;;;;;;;;;;;;;;;;;;10/12/2022||10/12/2022||||||||;;;;;;;48.13784,0.79544;Sarthe
MARCHÉ DE PRODUCTEURS LOCAUX;Marché;;Sur le parking de la Mairie;2 Place de l'Église;;72130;SAINT-AUBIN-DE-LOCQUENAY;;;72266;48.27102;0.02502;;;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;06/05/2022||06/05/2022||16:30||||||;;oui;;;;;48.27102,0.02502;Sarthe
MARCHÉ DES JACOBINS - LE MANS;Marché;;;Place du Jet d'eau et Place des Jacobins;;72000;LE MANS;;;72181;48.008643;0.19946829;;;;;;http://marche-des-jacobins.fr/;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2022||31/12/2022||||||||;;oui;;;;;48.008643,0.19946829;Sarthe
MISSION POLLINISATEURS - ESCAPE GAME;Stages-Atelier-Jeux;;Jardin Potager;1 rue d'Isly;;72110;BONNETABLE;;;72039;48.17426;0.42288;;02 43 52 01 34;;;c.nos@mainesaosnois.fr;;Facebook||https://www.facebook.com/jardinpotagerbonnetable;;;;;;;;;;;;;;;;;Français;;24/08/2022||17/09/2022||||||||;;oui;;;;;48.17426,0.42288;Sarthe
MOTO CROSS;Manifestation sportive;;;;;72600;SAINT-REMY-DU-VAL;;;72317;48.3493;0.25522;;;;;;;;;;;;;;;;;;;;;;;;;;22/05/2022||22/05/2022||||||||;Tarif indiv. adulte||||5,00||tarif unique;;;;;;48.3493,0.25522;Sarthe
MOTS POUR MÔMES;Contes et lectures;;Maison pour tous Jean-Moulin;23 rue Collet;;72100;LE MANS;;;72181;47.9748538;0.2200161;;;;;;;;;;;;;;;;;;;;;;;;;;25/05/2022||25/05/2022||10:30||||||;;oui;;;;;47.9748538,0.2200161;Sarthe
NAGE AVEC PALMES;Manifestation sportive;Plan d'eau Base de Loisirs;;;;72400;LA FERTE-BERNARD;;;72132;48.18685;0.65461;;;;;;https://www.csf72plongee.fr/;;;;;;;;;;;;;;;;;;;;26/06/2022||26/06/2022||||||||;;;;;;;48.18685,0.65461;Sarthe
NUIT EUROPÉENNE DES MUSÉES AU MUSÉE VERT;Visites et sorties à thèmes;;Musée Vert;204 Avenue Jean Jaurès;;72100;LE MANS;;;72181;47.98687;0.20842;;;02 43 47 39 94;;musees@lemans.fr;www.lemans.fr/musees;Facebook||https://www.facebook.com/museesdumans ,Instagram||https://www.instagram.com/museesdumans/ ,Twitter||https://twitter.com/musees_lemans?lang=fr;;;;;Ponctuel;;;;;;;;;;;;Français;;14/05/2022||14/05/2022||18:00||00:00||||;;oui;;;;;47.98687,0.20842;Sarthe
QUIZZ MUSICAL;Stages-Atelier-Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE-BERNARD;;;72132;48.1841935;0.646421;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;10/06/2022||10/06/2022||20:00||00:00||||;;;;;;;48.1841935,0.646421;Sarthe
RANDO VTT ET PÉDESTRE;Randonnée;;;;;72450;LOMBRON;;;72165;48.080236;0.416376;;;;;;;;;;;;;;;;;;;;;;;;;;01/05/2022||01/05/2022||||||||;;;;;;;48.080236,0.416376;Sarthe
RANDONNÉE GOURMANDE;Randonnée;Stade du Coudray;;;;72460;SAINT-CORNEILLE;;;72275;48.067292;0.344522;;;06 14 60 13 87;;fcstcorneille@gmail.com;www.fcsc.footeo.com;;;;;;Ponctuel;;;;;;;;;;;;;;21/05/2022||21/05/2022||17:30||||||;Tarif indiv. enfant||||||enfant jusqu'à 12 ans;;;;;;48.067292,0.344522;Sarthe
RANDONNÉE GOURMANDE;Randonnée;Départ Salle des fêtes;;;;72400;LA CHAPELLE-DU-BOIS;;;72062;48.22096;0.59282;;06 83 57 64 67;;;;;;;;;;;;;;;;;;;;;;;;01/05/2022||01/05/2022||09:00||18:00||||;;;;;;;48.22096,0.59282;Sarthe
RANDONNÉE LA LOCQUENAYSIENNE;Randonnée;Terrain de loisirs de Vaudoire;;;;72440;SAINT-MARS-DE-LOCQUENAY;;;72298;47.9281362;0.48464234;;;06 82 28 06 27;;;;;;;;;;;;;;;;;;;;;;;11/09/2022||11/09/2022||07:30||||||;;;;;;;47.9281362,0.48464234;Sarthe
RANDONNÉE VTT ET PÉDESTRE;Randonnée;base de loisirs;;;;72440;SAINT-MICHEL-DE-CHAVAIGNES;;;72303;48.0184919;0.56918799;;;06 87 34 61 41;;;;;;;;;;;;;;;;;;;;;;;13/11/2022||13/11/2022||08:00||||||;;;;;;;48.0184919,0.56918799;Sarthe
RENCONTRES JAZZ AMATEURS;Concert;;Les Saulnières;239 Avenue Rhin et Danube;;72000;LE MANS;;;72181;48.0200781;0.18235233;;;;;;;Facebook||https://www.facebook.com/events/483887356652377;;;;;;;;;;;;;;;;;;;25/06/2022||25/06/2022||20:30||||||;;oui;;;;;48.0200781,0.18235233;Sarthe
RENDEZ-VOUS AUX JARDINS;Manifestation Nationale;;Jardin Potager;1 Rue d'Isly;;72110;BONNETABLE;;;72039;48.1742144;0.42300659;;02 43 52 01 34;;;c.nos@mainesaosnois.fr;https://www.mainesaosnois.fr/;Facebook||https://www.facebook.com/jardinpotagerbonnetable;;;;;Annuel;;;;oui;;;;oui;;;;Français;;04/06/2022||05/06/2022||14:00||18:00||||;;oui;;;;;48.1742144,0.42300659;Sarthe
RENDEZ-VOUS AUX JARDINS - JARDIN DE LA FONTAINE DU PÂTIS;Manifestation Nationale;3 chemin de la Vallée;;;;72460;SAINT-CORNEILLE;;;72275;48.06658;0.34342;;;;;;;;;;;;;;;;;;;;;;;;;;04/06/2022||05/06/2022||10:00||17:30||||;;;;;;;48.06658,0.34342;Sarthe
RUAUD'ARTS;Exposition;;Salle polyvalente;Rue des Sports;;72230;RUAUDIN;;;72260;47.94205;0.26391;;;06 64 28 91 47;;cfl.ruaudin@gmail.com;;;;;;;Annuel;;;;oui;non;non;non;oui;non;;non;;;07/05/2022||08/05/2022||10:00||18:00||||17h le dimanche 8;;oui;;;;;47.94205,0.26391;Sarthe
SALON NATURE, BIEN-ÊTRE ET SANTÉ;Foire ou salon;;Vaujoubert;;;72700;ROUILLON;;;72257;48.0115312;0.1518954;;;06 22 17 55 15;;contact@salons-aucoeurdubienetre.com;https://www.salons-aucoeurdubienetre.com;Twitter||https://twitter.com/EuropeenSarthe;;;;;Ponctuel;;;;;;;;;;;;;;24/09/2022||25/09/2022||10:00||19:00||||;;oui;;;;;48.0115312,0.1518954;Sarthe
SERVICE UNIQUE POUR LA RÉNOVATION ÉNERGÉTIQUE;;;"La Fabrique ""Rêves de Ville""";5 Boulevard Anatole France;;72000;LE MANS;;;72181;48.00099;0.18806;;02 55 44 10 10;;;www.sure-paysdumans.fr;;;;;;;;;;;;;;;;;;;;;18/05/2022||18/05/2022||13:30||16:30||||;;oui;;;;;48.00099,0.18806;Sarthe
SOIRÉE BARBECUE ET INITIATION COUNTRY;Concert;;La Valise à Cheval;;Lieu-dit brûlon;72290;MEZIERES-SUR-PONTHOUIN;;;72196;48.2025312;0.32172428;;02 44 30 54 97;06 13 28 58 57;;;www.lavaliseacheval.fr;;;;;;;;;;;;;;;;;;;;18/06/2022||18/06/2022||20:00||00:00||||;Tarif indiv. adulte||27,00||27,00||;non;||06 13 28 58 57 ||kateetgarrett@gmail.com;;;;48.2025312,0.32172428;Sarthe
SPECTACLE UNE NUIT D'ÉTÉ 1942 - LA RAFLE DU VEL D'HIV;Théâtre;Théâtre Municipal;;Place Carnot;;72600;MAMERS;;;72180;48.3507386;0.36979732;Route (nationale/départ.)||D311||1;;06 16 86 59 74;;;;;;;;;Ponctuel;;;;;;;;;;;;;;05/05/2022||05/05/2022||20:00||22:30||||;Tarif indiv. adulte||20,00||20,00||;non;Pichereau Sébastien||06 16 86 59 74||;;;Chèques bancaires et postaux,Espèces;48.3507386,0.36979732;Sarthe
SPECTACLE DE THÉÂTRE;Théâtre;Salle Athéna, avenue Général de Gaulle;;;;72400;LA FERTE-BERNARD;;;72132;48.1828684;0.6495726;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;18/06/2022||18/06/2022||20:00||||||;;;;;;;48.1828684,0.6495726;Sarthe
STAGE DE TRAIL NATHALIE MAUCLAIR;;;;1 rue Jacques Guède;;72470;CHAMPAGNE;;;72054;48.0261947;0.3330062;;02 43 89 89 89;;;accueil@animationstourismechampagne.com;https://sites.google.com/view/animationstourismechampagne/accueil;;;;;;;;;;;;;;;;;;Français;;16/10/2022||16/10/2022||08:00||18:00||||;Tarif indiv. adulte||||||115;non;;;;Chèques bancaires et postaux,Espèces,Virement;48.0261947,0.3330062;Sarthe
THEATRE;Théâtre;QUAI DES ARTS;;;;72320;VIBRAYE;;;72373;48.0648065;0.72732955;;;06 60 88 73 31;;;;;;;;;;;;;;;;;;;;;;;10/12/2022||10/12/2022||20:30||||||;;;;;;;48.0648065,0.72732955;Sarthe
THÉ DANSANT;Danse (spectacle);;Residence Domitys;37, avenue Frédéric Auguste Bartholdi;;72000;LE MANS;;;72181;48.0199384;0.1574428;;02 43 14 57 57;;;lemans@domitys.fr;http://www.domitys.fr/;;;;;;Ponctuel;;;;;;;;;;;;;;20/05/2022||20/05/2022||15:00||||||;;oui;;;;;48.0199384,0.1574428;Sarthe
THÉÂTRE UNE FILLE SANS PERSONNE;Théâtre;Salle Atlantis;;Place Saint-Damien;;72110;SAINT-COSME-EN-VAIRAIS;;;72276;48.2740264;0.45988176;;06 16 86 59 74;;;;;;;;;;;;;;;;;;;;;;;;28/04/2022||28/04/2022||20:00||21:30||||;;non;;;;;48.2740264,0.45988176;Sarthe
TOURNOI DE VOLLEY - ROUILLON;Manifestation sportive;;Gymnase;rue des charmes;;72700;ROUILLON;;;72257;48.0074247;0.13849107;;06 89 96 28 41;;;egr.volley@gmail.com;;;;;;;Annuel;;;;;;;;;;;;Français;;08/05/2022||08/05/2022||09:30||||||;;;;;;;48.0074247,0.13849107;Sarthe
TRAIN DE LA SAINTE CÉCILE;Visites et sorties à thèmes;DEPOT LA GARE;;;;72160;BEILLE;;;72031;48.081474;0.508985;;02 43 89 00 37;;;;;;;;;;;;;;;;;;;;;;;;20/11/2022||20/11/2022||14:00||17:00||||;;;;;;;48.081474,0.508985;Sarthe
TRAIN UN DIMANCHE A LA CAMPAGNE;Visites et sorties à thèmes;La Transvap, dépôt La Gare;;;;72160;BEILLE;;;72031;48.0756349;0.48730643;;02 43 89 00 37;;;;;;;;;;;;;;;;;;;;;;;;29/05/2022||29/05/2022||10:00||||||;;;;;;;48.0756349,0.48730643;Sarthe
VIDE GRENIER;Brocantes & vide-greniers;La muserie;;;;72320;VALENNES;;;72366;47.994254;0.810216;;02 43 35 24 49;;;;;;;;;;;;;;;;;;;;;;;;13/08/2022||13/08/2022||07:00||18:00||||;;;;;;;47.994254,0.810216;Sarthe
VISITE GUIDÉE DU MOULIN À GLACE DE LA BRUÈRE - LA FLÈCHE;Visites et sorties à thèmes;RD306 - 85 Route du Lude;;;;72200;LA FLECHE;;;72154;47.6900837;-0.05292;;;06 72 83 52 00;;thomas@visithemes.com;https://www.visithemes.com;;;;;;Ponctuel;"Ouvert d'avril à octobre.;;VISITES GUIDÉES PROGRAMMÉES :;• A date et heure programmées à l’avance;• Consultez la programmation sur : www.visithemes.com/agenda;;VISITES GUIDÉES PRIVÉES SUR DEMANDE :;• S'il n'y a pas de visite programmée - ou si vous préférez cette formule - choisissez la date et l’heure qui vous conviennent (sous réserve de disponibilité);• Vous bénéficiez d'une visite privée avec plus de souplesse sur le contenu et la durée;• Contactez-moi pour fixer une date;";;1h;non;oui;oui;oui;non;oui;1h15;oui;Français;;22/05/2022||22/05/2022||15:00||16:00||||;"Tarif indiv. adulte||6,00||||Visites programmées : Adultes : 6 € / enfants (7-17 ans)  ou carte Cezam : 4 € / Gratuit pour les moins de 7 ans. ;;Visites sur demande : nous consulter,Tarif indiv. enfant||4,00||||Enfants (7-17 ans) ou carte Cezam : 4 €;Gratuit pour les moins de 7 ans.,Tarif indiv. réduit||10,00||||Tarif couplé moulin + théâtre de la halle au blé (adulte),Tarif indiv. réduit||6,00||||Tarif couplé moulin + théâtre de la halle au blé (7-17 ans)";non;Thomas Brochard||06 72 83 52 00||thomas@visithemes.com;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces;47.6900837,-0.05292;Sarthe
VISITE GUIDÉE DU MOULIN À GLACE DE LA BRUÈRE - LA FLÈCHE;Visites et sorties à thèmes;RD306 - 85 Route du Lude;;;;72200;LA FLECHE;;;72154;47.6900837;-0.05292;;;06 72 83 52 00;;thomas@visithemes.com;https://www.visithemes.com;;;;;;Ponctuel;"Ouvert d'avril à octobre.;;VISITES GUIDÉES PROGRAMMÉES :;• A date et heure programmées à l’avance;• Consultez la programmation sur : www.visithemes.com/agenda;;VISITES GUIDÉES PRIVÉES SUR DEMANDE :;• S'il n'y a pas de visite programmée - ou si vous préférez cette formule - choisissez la date et l’heure qui vous conviennent (sous réserve de disponibilité);• Vous bénéficiez d'une visite privée avec plus de souplesse sur le contenu et la durée;• Contactez-moi pour fixer une date;";;1h;non;oui;oui;oui;non;oui;1h15;oui;Français;;01/05/2022||01/05/2022||15:00||16:00||||;"Tarif indiv. adulte||6,00||||Visites programmées : Adultes : 6 € / enfants (7-17 ans) ou carte Cezam : 4 € - gratuit pour les moins de 7 ans. ;;Visites sur demande : nous consulter,Tarif indiv. enfant||4,00||||Enfants (7-17 ans) ou carte Cezam : 4 € - gratuit pour les moins de 7 ans,Tarif indiv. réduit||10,00||||Visite couplée moulin + théâtre de la halle au blé (adulte),Tarif indiv. réduit||6,00||||Visite couplée moulin + théâtre de la halle au blé Enfants (7-17 ans) ou carte Cezam";non;Thomas Brochard||06 72 83 52 00||thomas@visithemes.com;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Chèques Vacances Connect,Espèces;47.6900837,-0.05292;Sarthe
VISITE THÉÂTRALISÉE SUR LES PAS DE LA VELUE;Visites et sorties à thèmes;;;Place du Château;;72320;MONTMIRAIL;;;72208;48.10271;0.78963;;02 43 71 21 21;;;;www.tourisme-lafertebernard.fr;;;;;;;;;;;;;;;;;;;;08/07/2022||08/07/2022||20:30||22:00||||;;;Pays du Perche Sarthois||02 43 60 72 77||;;;;48.10271,0.78963;Sarthe
VISITES THÉÂTRALISÉE SUR LES PAS DE LA VELUE;Visites et sorties à thèmes;;;15 Place de la Lice;;72400;LA FERTE-BERNARD;;;72132;48.18495;0.65382;;02 43 71 21 21;;;;www.tourisme-lafertebernard.fr;;;;;;;;;;;;;;;;;;;;12/08/2022||12/08/2022||20:00||21:30||||;;;Pays du Perche Sarthois||02 43 60 72 77||;;;;48.18495,0.65382;Sarthe
ÇA IRA (1) FIN DE LOUIS;Théâtre;;Eve, Scène universitaire;Avenue René Laennec;;72085;LE MANS;;;72181;48.0175;0.1611111;;02 43 83 27 70;;;billetterie-eve@univ-lemans.fr;http://eve.univ-lemans.fr/fr/les-evenements/ca-ira-1-fin-de-louis.html;;;;;;;;;;;;;;;;;;;;27/04/2022||30/04/2022||||||Mercredi 27, vendredi 29 et samedi 30 avril à 20h30 / jeudi 28 avril à 18h30||,27/04/2022||27/04/2022||20:30||22:45||||,28/04/2022||28/04/2022||18:30||20:45||||,29/04/2022||30/04/2022||20:30||22:45||||;Tarif indiv. adulte||7,00||||,Tarif indiv. réduit||4,00||||;;;;;;48.0175,0.1611111;Sarthe
10 ÈME FESTIVAL LE SON DES CUIVRES - CONCERT : FRED PALLEM ET LE SACRE DU TYMPAN;Concert;;Espace Saugonna;2 Rue de la Gare;;72600;MAMERS;;;72180;48.3472459;0.3648139;;02 43 97 60 63;;;;;;;;;;;;;;;;;;;;;;;;08/07/2022||08/07/2022||20:30||00:00||||;Tarif indiv. adulte||15,00||20,00||,Tarif indiv. enfant||0,00||0,00||Gratuit -12 ans ,Tarif indiv. réduit||15,00||15,00||;non;;;;;48.3472459,0.3648139;Sarthe
1000 FEUILLES : LE FESTIN DES LECTEURS;Contes et lectures;;Médiathèque de l'Espal;60 Rue de l'Estérel;;72100;LE MANS;;;72181;47.99506;0.23348;;02 43 47 39 97;;;;;;;;;;;;;;;;;;;;;;;;26/04/2022||26/04/2022||18:30||||||;;oui;;;;;47.99506,0.23348;Sarthe
24 HEURES CAMIONS 2022;Manifestation sportive;;Circuit Bugatti;9, Place Luigi Chinetti;;72000;LE MANS;;;72181;47.955896;0.20753825;;02 43 40 80 00;;;ticket@lemans.org;http://www.24h-camions.com/;Facebook||https://www.facebook.com/pages/24-Heures-Camions-le-Mans-Officiel/109234985665;;;;;Annuel;";";;;;;;;;;;;;;24/09/2022||25/09/2022||||||||;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;47.955896,0.20753825;Sarthe
3EME FESTIVAL DE LECTURE AUX ANIMAUX;Festival;Logis de Moullins;;;;72600;SAINT-REMY-DU-VAL;;;72317;48.3451355;0.2316809;;;02 43 97 60 63;;;;;;;;;;;;;;;;;;;;non;;;01/07/2022||03/07/2022||||||||;;non;;;;;48.3451355,0.2316809;Sarthe
