nom_fete_ou_manifestation;categorie;adresse1;adresse1suite;adresse2;adresse3;code_postal;commune;bureau_distributeur;cedex;code_insee;latitude;longitude;point_acces_distance;n_fixe;n_mobile;n_fax;email;url_web;type_url;url_video;public_concerne_offre;widget_tripadvisor;code_embed;periodicite_manifestation;precision_periodicite;label_tourisme_handicap;duree_visite_individuels;visites_libres_individuels_permanence;visites_guidees_individuels_sur_demande;visites_guidees_individuels_permanence;visites_guidees_groupes_sur_demande;visites_guidees_groupes_permanence;visites_guidees_groupes_permanence_2;duree_visite_groupes;visites_pedagogiques_groupes_permanence;langues;langues_audio;horaires_ouvertures;tarifs_annee_proposes;tarif_gratuit;moyens_reservation_directe;centrale_reservation_en_ligne;moyens_reservation_en_ligne;modes_paiement;localisation;departement
MARCHe DES JACOBINS _ LE MANS;Marche;;;Place du Jet _eau et Place des Jacobins;;72000;LE MANS;;;72181;48.008643;0.19946829;;;;;;http://marche_des_jacobins.fr/;;;;;;Hebdomadaire;;;;;;;;;;;;;;;;oui;;;;;48.008643,0.19946829;Sarthe
MISSION POLLINISATEURS _ ESCAPE GAME;Stages_Atelier_Jeux;;Jardin Potager;1 rue _Isly;;72110;BONNETABLE;;;72039;48.17426;0.42288;;02 43 52 01 34;;;c.nos@mainesaosnois.fr;;Facebook||https://www.facebook.com/jardinpotagerbonnetable;;;;;;;;;;;;;;;;;Français;;;;oui;;;;;48.17426,0.42288;Sarthe
MOTO CROSS;Manifestation sportive;;;;;72600;SAINT_REMY_DU_VAL;;;72317;48.3493;0.25522;;;;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||||5,00||tarif unique;;;;;;48.3493,0.25522;Sarthe
MOTS POUR MÔMES;Contes et lectures;;Maison pour tous Jean_Moulin;23 rue Collet;;72100;LE MANS;;;72181;47.9748538;0.2200161;;;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;47.9748538,0.2200161;Sarthe
NAGE AVEC PALMES;Manifestation sportive;Plan _eau Base de Loisirs;;;;72400;LA FERTE_BERNARD;;;72132;48.18685;0.65461;;;;;;https://www.csf72plongee.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;48.18685,0.65461;Sarthe
NUIT EUROPeENNE DES MUSeES AU MUSeE VERT;Visites et sorties a themes;;Musee Vert;204 Avenue Jean Jaures;;72100;LE MANS;;;72181;47.98687;0.20842;;;02 43 47 39 94;;musees@lemans.fr;www.lemans.fr/musees;Facebook||https://www.facebook.com/museesdumans ,Instagram||https://www.instagram.com/museesdumans/ ,Twitter||https://twitter.com/musees_lemans?lang=fr;;;;;Ponctuel;;;;;;;;;;;;Français;;;;oui;;;;;47.98687,0.20842;Sarthe
QUIZZ MUSICAL;Stages_Atelier_Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE_BERNARD;;;72132;48.1841935;0.646421;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1841935,0.646421;Sarthe
RANDO VTT ET PeDESTRE;Randonnee;;;;;72450;LOMBRON;;;72165;48.080236;0.416376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.080236,0.416376;Sarthe
RANDONNeE GOURMANDE;Randonnee;Stade du Coudray;;;;72460;SAINT_CORNEILLE;;;72275;48.067292;0.344522;;;06 14 60 13 87;;fcstcorneille@gmail.com;www.fcsc.footeo.com;;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. enfant||||||enfant jusqu'a 12 ans;;;;;;48.067292,0.344522;Sarthe
RANDONNeE GOURMANDE;Randonnee;Depart Salle des fetes;;;;72400;LA CHAPELLE_DU_BOIS;;;72062;48.22096;0.59282;;06 83 57 64 67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.22096,0.59282;Sarthe
RANDONNeE LA LOCQUENAYSIENNE;Randonnee;Terrain de loisirs de Vaudoire;;;;72440;SAINT_MARS_DE_LOCQUENAY;;;72298;47.9281362;0.48464234;;;06 82 28 06 27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.9281362,0.48464234;Sarthe
RANDONNeE VTT ET PeDESTRE;Randonnee;base de loisirs;;;;72440;SAINT_MICHEL_DE_CHAVAIGNES;;;72303;48.0184919;0.56918799;;;06 87 34 61 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0184919,0.56918799;Sarthe
RENCONTRES JAZZ AMATEURS;Concert;;Les Saulnieres;239 Avenue Rhin et Danube;;72000;LE MANS;;;72181;48.0200781;0.18235233;;;;;;;Facebook||https://www.facebook.com/events/483887356652377;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.0200781,0.18235233;Sarthe
RENDEZ_VOUS AUX JARDINS;Manifestation Nationale;;Jardin Potager;1 Rue _Isly;;72110;BONNETABLE;;;72039;48.1742144;0.42300659;;02 43 52 01 34;;;c.nos@mainesaosnois.fr;https://www.mainesaosnois.fr/;Facebook||https://www.facebook.com/jardinpotagerbonnetable;;;;;Annuel;;;;oui;;;;oui;;;;Français;;;;oui;;;;;48.1742144,0.42300659;Sarthe
RENDEZ_VOUS AUX JARDINS _ JARDIN DE LA FONTAINE DU PaTIS;Manifestation Nationale;3 chemin de la Vallee;;;;72460;SAINT_CORNEILLE;;;72275;48.06658;0.34342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.06658,0.34342;Sarthe
RUAU_ARTS;Exposition;;Salle polyvalente;Rue des Sports;;72230;RUAUDIN;;;72260;47.94205;0.26391;;;06 64 28 91 47;;cfl.ruaudin@gmail.com;;;;;;;Annuel;;;;oui;non;non;non;oui;non;;non;;;;;oui;;;;;47.94205,0.26391;Sarthe
SALON NATURE, BIEN_eTRE ET SANTe;Foire ou salon;;Vaujoubert;;;72700;ROUILLON;;;72257;48.0115312;0.1518954;;;06 22 17 55 15;;contact@salons_aucoeurdubienetre.com;https://www.salons_aucoeurdubienetre.com;Twitter||https://twitter.com/EuropeenSarthe;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;48.0115312,0.1518954;Sarthe
SERVICE UNIQUE POUR LA ReNOVATION eNERGeTIQUE;;;"La Fabrique ""Reves de Ville""";5 Boulevard Anatole France;;72000;LE MANS;;;72181;48.00099;0.18806;;02 55 44 10 10;;;www.sure_paysdumans.fr;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.00099,0.18806;Sarthe
SOIReE BARBECUE ET INITIATION COUNTRY;Concert;;La Valise a Cheval;;Lieu_dit brûlon;72290;MEZIERES_SUR_PONTHOUIN;;;72196;48.2025312;0.32172428;;02 44 30 54 97;06 13 28 58 57;;;www.lavaliseacheval.fr;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||27,00||27,00||;non;||06 13 28 58 57 ||kateetgarrett@gmail.com;;;;48.2025312,0.32172428;Sarthe
SPECTACLE UNE NUIT _eTe 1942 _ LA RAFLE DU VEL _HIV;Theatre;Theatre Municipal;;Place Carnot;;72600;MAMERS;;;72180;48.3507386;0.36979732;Route (nationale/depart.)||D311||1;;06 16 86 59 74;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||20,00||20,00||;non;Pichereau Sebastien||06 16 86 59 74||;;;Cheques bancaires et postaux,Especes;48.3507386,0.36979732;Sarthe
SPECTACLE DE THeaTRE;Theatre;Salle Athena, avenue General de Gaulle;;;;72400;LA FERTE_BERNARD;;;72132;48.1828684;0.6495726;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1828684,0.6495726;Sarthe
STAGE DE TRAIL NATHALIE MAUCLAIR;;;;1 rue Jacques Guede;;72470;CHAMPAGNE;;;72054;48.0261947;0.3330062;;02 43 89 89 89;;;accueil@animationstourismechampagne.com;https://sites.google.com/view/animationstourismechampagne/accueil;;;;;;;;;;;;;;;;;;Français;;;Tarif indiv. adulte||||||115;non;;;;Cheques bancaires et postaux,Especes,Virement;48.0261947,0.3330062;Sarthe
THEATRE;Theatre;QUAI DES ARTS;;;;72320;VIBRAYE;;;72373;48.0648065;0.72732955;;;06 60 88 73 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0648065,0.72732955;Sarthe
THe DANSANT;Danse (spectacle);;Residence Domitys;37, avenue Frederic Auguste Bartholdi;;72000;LE MANS;;;72181;48.0199384;0.1574428;;02 43 14 57 57;;;lemans@domitys.fr;http://www.domitys.fr/;;;;;;Ponctuel;;;;;;;;;;;;;;;;oui;;;;;48.0199384,0.1574428;Sarthe
THeaTRE UNE FILLE SANS PERSONNE;Theatre;Salle Atlantis;;Place Saint_Damien;;72110;SAINT_COSME_EN_VAIRAIS;;;72276;48.2740264;0.45988176;;06 16 86 59 74;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;48.2740264,0.45988176;Sarthe
TOURNOI DE VOLLEY _ ROUILLON;Manifestation sportive;;Gymnase;rue des charmes;;72700;ROUILLON;;;72257;48.0074247;0.13849107;;06 89 96 28 41;;;egr.volley@gmail.com;;;;;;;Annuel;;;;;;;;;;;;Français;;;;;;;;;48.0074247,0.13849107;Sarthe
TRAIN DE LA SAINTE CeCILE;Visites et sorties a themes;DEPOT LA GARE;;;;72160;BEILLE;;;72031;48.081474;0.508985;;02 43 89 00 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.081474,0.508985;Sarthe
TRAIN UN DIMANCHE A LA CAMPAGNE;Visites et sorties a themes;La Transvap, depôt La Gare;;;;72160;BEILLE;;;72031;48.0756349;0.48730643;;02 43 89 00 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0756349,0.48730643;Sarthe
VIDE GRENIER;Brocantes & vide_greniers;La muserie;;;;72320;VALENNES;;;72366;47.994254;0.810216;;02 43 35 24 49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.994254,0.810216;Sarthe
VISITE THeaTRALISeE SUR LES PAS DE LA VELUE;Visites et sorties a themes;;;Place du Chateau;;72320;MONTMIRAIL;;;72208;48.10271;0.78963;;02 43 71 21 21;;;;www.tourisme_lafertebernard.fr;;;;;;;;;;;;;;;;;;;;;;;Pays du Perche Sarthois||02 43 60 72 77||;;;;48.10271,0.78963;Sarthe
VISITES THeaTRALISeE SUR LES PAS DE LA VELUE;Visites et sorties a themes;;;15 Place de la Lice;;72400;LA FERTE_BERNARD;;;72132;48.18495;0.65382;;02 43 71 21 21;;;;www.tourisme_lafertebernard.fr;;;;;;;;;;;;;;;;;;;;;;;Pays du Perche Sarthois||02 43 60 72 77||;;;;48.18495,0.65382;Sarthe
ÇA IRA (1) FIN DE LOUIS;Theatre;;Eve, Scene universitaire;Avenue Rene Laennec;;72085;LE MANS;;;72181;48.0175;0.1611111;;02 43 83 27 70;;;billetterie_eve@univ_lemans.fr;http://eve.univ_lemans.fr/fr/les_evenements/ca_ira_1_fin_de_louis.html;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||7,00||||,Tarif indiv. reduit||4,00||||;;;;;;48.0175,0.1611111;Sarthe
10 eME FESTIVAL LE SON DES CUIVRES _ CONCERT : FRED PALLEM ET LE SACRE DU TYMPAN;Concert;;Espace Saugonna;2 Rue de la Gare;;72600;MAMERS;;;72180;48.3472459;0.3648139;;02 43 97 60 63;;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||15,00||20,00||,Tarif indiv. enfant||0,00||0,00||Gratuit _12 ans ,Tarif indiv. reduit||15,00||15,00||;non;;;;;48.3472459,0.3648139;Sarthe
1000 FEUILLES : LE FESTIN DES LECTEURS;Contes et lectures;;Mediatheque de _Espal;60 Rue de _Esterel;;72100;LE MANS;;;72181;47.99506;0.23348;;02 43 47 39 97;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;47.99506,0.23348;Sarthe
24 HEURES CAMIONS 2022;Manifestation sportive;;Circuit Bugatti;9, Place Luigi Chinetti;;72000;LE MANS;;;72181;47.955896;0.20753825;;02 43 40 80 00;;;ticket@lemans.org;http://www.24h_camions.com/;Facebook||https://www.facebook.com/pages/24_Heures_Camions_le_Mans_Officiel/109234985665;;;;;Annuel;";";;;;;;;;;;;;;;;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;47.955896,0.20753825;Sarthe
3EME FESTIVAL DE LECTURE AUX ANIMAUX;Festival;Logis de Moullins;;;;72600;SAINT_REMY_DU_VAL;;;72317;48.3451355;0.2316809;;;02 43 97 60 63;;;;;;;;;;;;;;;;;;;;non;;;;;non;;;;;48.3451355,0.2316809;Sarthe
[REPORTe] AMIR;Concert;;Antares;2 Avenue Antares;;72100;LE MANS;;;72181;47.9559319;0.22655528;Transport en commun||Tramway T1 _ Terminus Antares/MMArena||0,1;02 31 50 32 30;;;billetterie@premier_rang.com;https://premierrang.trium.fr/index.php/13/manifestation/21551;Facebook||https://www.facebook.com/salle.antares/,Instagram||https://www.instagram.com/antares_le_mans,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;;"Tarif indiv. adulte||||||Tarifs (assis numerote) :;> Carre or : 55€;> Cat1 : Public 46€ / CE 43€;> Cat2 : 35€;;Reservations CE & PMR : 02 31 50 32 30";non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.9559319,0.22655528;Sarthe
AQUARELLE, VERRE ET TERRE;Exposition;;Centre _animation de _Herberie;6 Bis, Boulevard Saint_Michel;;72190;COULAINES;;;72095;48.0236194;0.2013991;;02 43 82 28 42;;;;;;;;;;Annuel;;;;oui;;;oui;oui;;;oui;Français;;;;oui;;;;;48.0236194,0.2013991;Sarthe
ARRIVeE DU PeRE NOËL;Animations de Noël;;;;;72110;SAINT_DENIS_DES_COUDRAIS;;;72277;48.15094;0.50667;;;;;;https://fr_fr.facebook.com/StDenisEnFete/;;;;;;;;;;;;;;;;;;;;;;;;;;;48.15094,0.50667;Sarthe
ASSEMBLeE DE QUARTIER : ANIMATIONS VARIeES;Visites et sorties a themes;Quartier St Antoine;;;;72400;LA FERTE_BERNARD;;;72132;48.1882504;0.64079642;;02 43 93 95 52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1882504,0.64079642;Sarthe
ATELIER STRUCTURATION;Stages_Atelier_Jeux;;Le Silo;27 Rue François Monnier;;72100;LE MANS;;;72181;47.95303;0.18665;;;;;;https://superforma.fr/agenda/atelier_structuration_tout_savoir_sur_la_declaration_de_votre_concert;Facebook||https://www.facebook.com/hellosuperforma;;;;;Ponctuel;;;;;;;;;;;;;;;Tarif indiv. adulte||15,00||20,00||;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.95303,0.18665;Sarthe
BALADE AU FIL DE LA CHeRONNE;Visites et sorties a themes;Ancienne gare;;;;72160;TUFFE VAL DE LA CHERONNE;;;72363;48.1127359;0.5189747;;02 43 60 72 77;;;perche_sarthois@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;Pays du Perche Sarthois||02 43 60 72 77||perche_sarthois@orange.fr;;;;48.1127359,0.5189747;Sarthe
BATSÜKH DORJ _ MUSIQUE MONGOLE;Concert;;CPFI;11 Rue des Freres Greban;;72000;LE MANS;;;72181;48.00551;0.18919;Transport en commun||Arret Lafayette||0,2;02 43 43 81 05;;;cpfi.lemans@orange.fr;;Facebook||https://www.facebook.com/cpfilemans;https://www.youtube.com/watch?v=k5GyEUTCahk;;;;;;;;;;;;;;;;;;;;oui;;;;;48.00551,0.18919;Sarthe
BOURSE AUX LIVRES, CD ET DVD, JEUX, JOUETS _OCCASION;Brocantes & vide_greniers;Mediatheque Jean _Ormesson;;Rue Alfred Marchand;;72400;LA FERTE_BERNARD;;;72132;48.1838271;0.651608;;02 43 93 24 44;;;;;;;;;;Annuel;;;;;;;;;;;;;;;;;;;;;48.1838271,0.651608;Sarthe
CAFe DE L’eCO_CONSTRUCTION;Conference;Abbaye;;;;72160;TUFFE VAL DE LA CHERONNE;;;72363;48.1127359;0.5189747;;02 43 60 72 77;;;perche_sarthois@orange.fr;www.perche_sarthois.fr;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.1127359,0.5189747;Sarthe
CAFe DeBAT;Visites et sorties a themes;foyer rural de thorigne sur due;;;;72160;THORIGNE_SUR_DUE;;;72358;48.0393649;0.534272;;02 43 89 03 11;;;;;;;;;;;;;;;;;;;;;;;;;;oui;;;;;48.0393649,0.534272;Sarthe
CHORALE DES COLLeGES;Fetes populaires;Salles P. Richard et A. Delhalle;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.0482299;0.419952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0482299,0.419952;Sarthe
CONCERT;Concert;Eglise;;;;72400;CORMES;;;72093;48.1695981;0.70380402;;02 43 71 04 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1695981,0.70380402;Sarthe
CONCERT DAISIESFIELD;Concert;Salles P. Richard et A. Delhalle;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.0482299;0.419952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0482299,0.419952;Sarthe
CONCERT POP_UP PETITE FOReT _ COMPAGNIE LILAHO;Contes et lectures;Carnuta,;Maison de _Homme et de la foret;2, rue du Bourg Ancien;;72500;JUPILLES;;;72153;47.7905442;0.41334482;;02.43.38.10.31;;;accueil.carnuta@loirluceberce.fr;http://www.carnuta.fr;;;;;;;;;;;;;;;;;;Français;;;"Tarif indiv. adulte||5,00||5,00||Tarif unique. ;Sur reservation. ,Tarif indiv. enfant||5,00||5,00||Tarif unique.;Sur reservation.";non;||02 43 38 10 31||carnuta@loirluceberce.fr;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.7905442,0.41334482;Sarthe
CONCOURS DE TAROT;Fetes populaires;Salle des associations;;;;72390;LAVARE;;;72158;48.0526947;0.64640859;;02 44 53 11 20;;;;;;;;;;;;;;;;;;;;;;;;;;non;;;;;48.0526947,0.64640859;Sarthe
CONCOURS EQUESTRE CSO DERBY;Manifestation sportive;;ecurie equi_Libre Couparie;371, chemin du Rocher;;72110;COURCEMONT;;;72101;48.188286;0.332229;;;06 89 35 18 54;;couparie@gmail.com;https://couparie.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;48.188286,0.332229;Sarthe
CONFeRENCE LE PATRIMOINE RURAL DE LA SARTHE;Conference;La Grange (Mairie);;;;72320;SAINT_MAIXENT;;;72296;48.09003;0.65505;;06 16 31 19 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.09003,0.65505;Sarthe
COURS DE CUISINE : APeRITIF DINATOIRE;Stages_Atelier_Jeux;;;24 Rue Principale;;72350;VIRE_EN_CHAMPAGNE;;;72379;47.9843953;_0.2880812;;;670542298;;fourmontlouise@gmail.com;;;;;;;;A noter que pour une raison ecologique « c’est meilleur pour notre planete », prevoyez 2 a 3 boites hermetiques  pour emporter vos productions ainsi que votre tablier  lors de votre cours de cuisine!;;;;;;;;;;;;;;Tarif indiv. adulte||40,00||40,00||;non;;;;;47.9843953,_0.2880812;Sarthe
COURS DE CUISINE : ATELIER ADULTES_ENFANTS;Stages_Atelier_Jeux;;;24 Rue Principale;;72350;VIRE_EN_CHAMPAGNE;;;72379;47.9843953;_0.2880812;;;670542298;;fourmontlouise@gmail.com;;;;;;;;A noter que pour une raison ecologique « c’est meilleur pour notre planete », prevoyez 2 a 3 boites hermetiques  pour emporter vos productions ainsi que votre tablier lors de votre cours de cuisine!;;;;;;;;;;;;;;Formule famille||50,00||55,00||50 € le binôme, 55 € si 2 enfants.;non;;;;;47.9843953,_0.2880812;Sarthe
COURS DE CUISINE : ATELIER ENFANT 8_14 ANS;Stages_Atelier_Jeux;;;24 Rue Principale;;72350;VIRE_EN_CHAMPAGNE;;;72379;47.9843953;_0.2880812;;;670542298;;fourmontlouise@gmail.com;;;;;;;;A noter que pour une raison ecologique « c’est meilleur pour notre planete », prevoyez 2 a 3 boites hermetiques  pour emporter vos productions ainsi que votre tablier et votre masque lors de votre cours de cuisine!;;;;;;;;;;;;;;Tarif indiv. enfant||25,00||25,00||;non;;;;;47.9843953,_0.2880812;Sarthe
COURSE DE VOITURES a PeDALES;Manifestation sportive;Centre ville;;;;72320;VIBRAYE;;;72373;48.0599131;0.73327233;;;06 13 81 04 09;;;;;https://www.youtube.com/watch?feature=player_embedded&v=A0TDj_8DIJc;;;;;;;;;;;;;;;;;;;;;;;;;48.0599131,0.73327233;Sarthe
CYCLO CROSS;Manifestation sportive;;;base de loisirs;;72440;SAINT_MICHEL_DE_CHAVAIGNES;;;72303;48.0217999;0.5649041;;;06 87 34 61 41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0217999,0.5649041;Sarthe
DECOUVERTE DES MERIDIENS ET TAI CHI CHUAN;Stages_Atelier_Jeux;;Association Spirales _ Centre Beaulieu;176 Avenue François Chancel;;72000;Le Mans;;;72181;48.0185765;0.1931185;;02 43 23 20 47;06 32 24 23 63;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||||||8€ en plus pour les non adherents;;;;;Cheques bancaires et postaux,Especes;48.0185765,0.1931185;Sarthe
DIOTIME ET LES LIONS;Danse (spectacle);Les Quinconces et _Espal;_Espal;60 rue de _Esterel;;72000;LE MANS;;;72181;47.995232;0.2327775;;02 43 50 21 50;;;;https://www.quinconces_espal.com/la_saison/diotime_et_les_lions_1;;;;;;;;;;;;;;;;;;;;;;non;;;;;47.995232,0.2327775;Sarthe
ENTERRER LES CHIENS;Theatre;;Theatre de Chaoue;11 Rue du Moulin de Chaoue;;72700;ALLONNES;;;72003;47.97139;0.16571;;02 43 80 40 08;;;contact@theatredechaoue.fr;https://www.theatredechaoue.fr/la_programmation/juin/;;;;;;;;;;;;;;;;;;;;;;;;;;;47.97139,0.16571;Sarthe
ESCALE _ HeRALDIQUE;Stages_Atelier_Jeux;;Abbaye Royale de _Epau;Route de Change;;72530;YVRE _EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/depart.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;epau.accueil@sarthe.fr;http://epau.sarthe.fr/nos_offres_pour_la_famille;Facebook||https://fr_fr.facebook.com/AbbayeRoyaledelEpau/,Instagram||https://www.instagram.com/abbayeroyaledelepau_/?hl=fr;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10_17 ans,Tarif indiv. enfant||2,00||||_ 10 ans;non;;;;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances,Especes;47.9839581,0.2506153;Sarthe
ESCAPE GAME GRANDEUR NATURE;Stages_Atelier_Jeux;Place du chateau;;;;72320;MONTMIRAIL;;;72208;48.103632;0.790768;;02 43 60 72 77;;;perche_sarthois@orange.fr;www.perche_sarthois.fr;;;;;;;;;;;;;;;;;;;;;;oui;Pays du Perche Sarthois||02 43 60 72 77||perche_sarthois@orange.fr;;;;48.103632,0.790768;Sarthe
EUROPAJAZZ FESTIVAL;Festival;Abbaye Royale de _Epau;Route de Change;;;72530;YVRE__EVEQUE;;;72386;48.0254496;0.2860302;Route (nationale/depart.)||Route de Change||;02 43 23 78 99;;;;;;;;;;;;;;;;;;;;;;;;;Tarif indiv. adulte||18,00||24,00||,Tarif indiv. adulte||63,00||48,00||Pass 3 jours,Tarif indiv. adulte||99,00||75,00||Pass 5 jours;;;;;;48.0254496,0.2860302;Sarthe
EVEIL a LA MUSIQUE POUR LES PETITS;Visites et sorties a themes;Escal, Place Ledru Rollin;;;;72400;LA FERTE_BERNARD;;;72132;48.18685;0.65461;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.18685,0.65461;Sarthe
EXPOSITION ENTRE OMBRE ET LUMIeRE;Exposition;;Galerie du chemin;2, Chemin de la Galerie;Port de Juigne;72300;JUIGNE_SUR_SARTHE;;;72151;47.854207;_0.3035787;;;06 78 25 81 78;;galerie.du.chemin.72@gmail.com;https://www.galerieduchemin72.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;47.854207,_0.3035787;Sarthe
EXPOSITION ET DeTERMINATION DE FRUITS;Exposition;Salle Gerard Dutertre;;;;72400;LA FERTE_BERNARD;;;72132;48.184543;0.64573724;;02 43 93 14 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.184543,0.64573724;Sarthe
FESTIVAL DES 3 TAMBOURS POUR ENFANTS (SAISON 4);Festival;;;Lieu_dit Roussigny;;72320;SAINT_ULPHACE;;;72322;48.1651;0.84445;;;;;;www.roussigny.fr;;;;;;Annuel;;;;;;;;;;;;;;;;;;;;;48.1651,0.84445;Sarthe
FETE DU MIEL ET DES CONFITURES;Fetes populaires;;Maison de la Prairie;;Arche de la Nature;72530;YVRE__EVEQUE;;;72386;47.9973288;0.25503491;;02 43 47 40 00;;;archedelanature@lemans.fr;https://www.arche_nature.fr/;Facebook||https://www.facebook.com/archedelanature;;;;;Annuel;Maison de la Prairie, de 14h a 18h;;;oui;;;;oui;;;;Français;;;;oui;;;;;47.9973288,0.25503491;Sarthe
FeTE DE LA MUSIQUE;Concert;;;;;72450;MONTFORT_LE_GESNOIS;;;72241;48.0482299;0.419952;;;06.16.01.78.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0482299,0.419952;Sarthe
GRANDE FeTE CHAMPeTRE DES ALPES MANCELLES;Fetes populaires;;;Le Bourg;;72130;SAINT_LEONARD_DES_BOIS;;;72294;48.3504738;_0.0777086;;;06 74 92 38 36;;;https://www.lesamisdesaintleonard.org/;Facebook||https://www.facebook.com/Les_amis_de_saint_l%C3%A9onard_409464282407655/?fref=ts;;;;;Annuel;;;;;;;;;;;;;;;;oui;M. BOUTON||06 74 92 38 36||boutonjacky@hotmail.fr;;;;48.3504738,_0.0777086;Sarthe
HARLEM GLOBETROTTERS;Manifestation sportive;;Antares;2 Avenue Antares;;72100;LE MANS;;;72181;47.956751;0.226448;Transport en commun||Tramway T1 : Terminus Antares/MMArena||0,1;02 43 84 67 00;;;billetterielemans@citylive.fr;https://www.antareslemans.com/evenement/harlem_globetrotters/;Facebook||https://facebook.com/salle.antares/,Instagram||https://www.instagram.com/antares_le_mans/,Twitter||https://twitter.com/AntaresLeMans;;;;;Ponctuel;;;;;;;;;;;;;;;"Tarif indiv. adulte||||||Tarifs (placement assis libre) :;> Categorie 1 : Public 41,50€ / CE & Jeunes _20ans : 37,50€;> Categorie 2 : Public 30,50€ / CE & Jeunes _20ans : 26,50€;Reservations PMR, CE et MAGIS PASS : 02 43 84 67 00";non;;;;Cartes bancaires,Cheques bancaires et postaux,Especes;47.956751,0.226448;Sarthe
INES REG;Spectacle;;Palais des Congres et de la Culture;Rue _Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;;;non;;oui;||https://www.lemans_evenements.fr/evenement/ines_reg_hors_normes/||||||;Cartes bancaires,Cheques bancaires et postaux,Cheques Vacances;48.0007657,0.19202859;Sarthe
INITIATION a LA RECONNAISSANCE DE LA FLORE PRAIRIALE;;Le Buisson,;;;;72600;VILLENEUVE_EN_PERSEIGNE;;;72137;48.4108;0.20032;;02 33 81 13 33;;;;http://www.parc_naturel_normandie_maine.fr/;;;;;;Ponctuel;;;;;;;;;;;;Français;;;;oui;||02 33 81 13 33||espacedecouverte@parc_normandie_maine.fr;;;;48.4108,0.20032;Sarthe
